,Importance Value,Regions,Network Connection,Network Connection2
0,0.0,R_V1 | R_MST,Visual1 | Visual2,
30519,0.0,R_43 | L_FEF,Cingulo-Oper | Cingulo-Oper,
30520,0.00042105263157894425,R_43 | L_PEF,Cingulo-Oper | Cingulo-Oper,
30521,0.0,R_43 | L_55b,Cingulo-Oper | Default,
30522,0.0,R_43 | L_V3A,Cingulo-Oper | Visual2,
30523,0.0,R_43 | L_RSC,Cingulo-Oper | Frontopariet,
30524,0.0,R_43 | L_POS2,Cingulo-Oper | Frontopariet,
30525,0.0,R_43 | L_V7,Cingulo-Oper | Visual2,
30526,0.0,R_43 | L_IPS1,Cingulo-Oper | Visual2,
30527,0.0,R_43 | L_FFC,Cingulo-Oper | Visual2,
30528,0.0,R_43 | L_V3B,Cingulo-Oper | Visual2,
30529,0.0,R_43 | L_LO1,Cingulo-Oper | Visual2,
30530,0.0,R_43 | L_LO2,Cingulo-Oper | Visual2,
30531,0.0,R_43 | L_PIT,Cingulo-Oper | Visual2,
30532,0.0,R_43 | L_MT,Cingulo-Oper | Visual2,
30533,0.0,R_43 | L_A1,Cingulo-Oper | Auditory,
30534,0.0,R_43 | L_PSL,Cingulo-Oper | Cingulo-Oper,
30535,0.0,R_43 | L_SFL,Cingulo-Oper | Default,
30536,0.0,R_43 | L_PCV,Cingulo-Oper | Dorsal-atten,
30537,0.0,R_43 | L_STV,Cingulo-Oper | Dorsal-atten,
30538,0.0,R_43 | L_7Pm,Cingulo-Oper | Frontopariet,
30539,0.0,R_43 | L_7m,Cingulo-Oper | Posterior-Mu,
30540,0.0,R_43 | L_POS1,Cingulo-Oper | Posterior-Mu,
30541,0.0,R_43 | L_23d,Cingulo-Oper | Posterior-Mu,
30542,0.0,R_43 | L_v23ab,Cingulo-Oper | Posterior-Mu,
30543,0.0,R_43 | L_d23ab,Cingulo-Oper | Posterior-Mu,
30544,0.0,R_43 | L_31pv,Cingulo-Oper | Posterior-Mu,
30545,0.0,R_43 | L_5m,Cingulo-Oper | Somatomotor,
30546,0.0,R_43 | L_5mv,Cingulo-Oper | Cingulo-Oper,
30547,0.0,R_43 | L_23c,Cingulo-Oper | Cingulo-Oper,
30548,0.0,R_43 | L_5L,Cingulo-Oper | Somatomotor,
30549,0.0,R_43 | L_24dd,Cingulo-Oper | Somatomotor,
30550,0.0,R_43 | L_24dv,Cingulo-Oper | Somatomotor,
30551,0.0,R_43 | L_7AL,Cingulo-Oper | Somatomotor,
30552,0.0,R_43 | L_SCEF,Cingulo-Oper | Cingulo-Oper,
30553,0.0,R_43 | L_6ma,Cingulo-Oper | Cingulo-Oper,
30554,0.0,R_43 | L_7Am,Cingulo-Oper | Cingulo-Oper,
30555,0.0,R_43 | L_7PL,Cingulo-Oper | Language,
30556,0.0,R_43 | L_7PC,Cingulo-Oper | Somatomotor,
30557,0.0,R_43 | L_LIPv,Cingulo-Oper | Visual2,
30558,0.0,R_43 | L_VIP,Cingulo-Oper | Visual2,
30559,0.0,R_43 | L_MIP,Cingulo-Oper | Language,
30560,0.0,R_43 | L_1,Cingulo-Oper | Somatomotor,
30561,0.0,R_43 | L_2,Cingulo-Oper | Somatomotor,
30562,0.0,R_43 | L_3a,Cingulo-Oper | Somatomotor,
30563,0.0,R_43 | L_6d,Cingulo-Oper | Somatomotor,
30564,0.0,R_43 | L_6mp,Cingulo-Oper | Somatomotor,
30565,0.0,R_43 | L_6v,Cingulo-Oper | Somatomotor,
30566,0.0,R_43 | L_p24pr,Cingulo-Oper | Cingulo-Oper,
30567,0.0,R_43 | L_33pr,Cingulo-Oper | Frontopariet,
30568,0.0,R_43 | L_a24pr,Cingulo-Oper | Cingulo-Oper,
30569,0.0,R_43 | L_p32pr,Cingulo-Oper | Cingulo-Oper,
30570,0.0,R_43 | L_a24,Cingulo-Oper | Posterior-Mu,
30571,0.0,R_43 | L_d32,Cingulo-Oper | Frontopariet,
30572,0.0,R_43 | L_8BM,Cingulo-Oper | Frontopariet,
30573,0.0,R_43 | L_p32,Cingulo-Oper | Posterior-Mu,
30574,0.0,R_43 | L_10r,Cingulo-Oper | Posterior-Mu,
30575,0.0,R_43 | L_47m,Cingulo-Oper | Posterior-Mu,
30576,0.0,R_43 | L_8Av,Cingulo-Oper | Posterior-Mu,
30577,0.0,R_43 | L_8Ad,Cingulo-Oper | Posterior-Mu,
30578,0.0,R_43 | L_9m,Cingulo-Oper | Posterior-Mu,
30579,0.0,R_43 | L_8BL,Cingulo-Oper | Posterior-Mu,
30580,0.0,R_43 | L_9p,Cingulo-Oper | Posterior-Mu,
30581,0.0,R_43 | L_10d,Cingulo-Oper | Posterior-Mu,
30582,0.0,R_43 | L_8C,Cingulo-Oper | Frontopariet,
30583,0.0,R_43 | L_44,Cingulo-Oper | Frontopariet,
30584,0.0,R_43 | L_45,Cingulo-Oper | Default,
30585,0.0,R_43 | L_47l,Cingulo-Oper | Posterior-Mu,
30586,0.0,R_43 | L_a47r,Cingulo-Oper | Frontopariet,
30587,0.0,R_43 | L_6r,Cingulo-Oper | Cingulo-Oper,
30588,0.0,R_43 | L_IFJa,Cingulo-Oper | Default,
30589,0.0,R_43 | L_IFJp,Cingulo-Oper | Frontopariet,
30590,0.0,R_43 | L_IFSp,Cingulo-Oper | Frontopariet,
30591,0.0,R_43 | L_IFSa,Cingulo-Oper | Cingulo-Oper,
30592,0.0,R_43 | L_p9-46v,Cingulo-Oper | Frontopariet,
30593,0.0,R_43 | L_46,Cingulo-Oper | Cingulo-Oper,
30594,0.0,R_43 | L_a9-46v,Cingulo-Oper | Frontopariet,
30595,0.0,R_43 | L_9-46d,Cingulo-Oper | Cingulo-Oper,
30596,0.0,R_43 | L_9a,Cingulo-Oper | Posterior-Mu,
30597,0.0,R_43 | L_10v,Cingulo-Oper | Posterior-Mu,
30598,0.0,R_43 | L_a10p,Cingulo-Oper | Frontopariet,
30599,0.0,R_43 | L_10pp,Cingulo-Oper | Posterior-Mu,
30600,0.0,R_43 | L_11l,Cingulo-Oper | Frontopariet,
30601,0.0,R_43 | L_13l,Cingulo-Oper | Frontopariet,
30602,0.0,R_43 | L_OFC,Cingulo-Oper | Frontopariet,
30603,0.0,R_43 | L_47s,Cingulo-Oper | Posterior-Mu,
30604,0.0,R_43 | L_LIPd,Cingulo-Oper | Language,
30605,0.0,R_43 | L_6a,Cingulo-Oper | Language,
30606,0.0,R_43 | L_i6-8,Cingulo-Oper | Frontopariet,
30607,0.0,R_43 | L_s6-8,Cingulo-Oper | Frontopariet,
30608,0.0,R_43 | L_43,Cingulo-Oper | Cingulo-Oper,
30609,0.0,R_43 | L_OP4,Cingulo-Oper | Somatomotor,
30610,0.0,R_43 | L_OP1,Cingulo-Oper | Somatomotor,
30611,0.0,R_43 | L_OP2-3,Cingulo-Oper | Somatomotor,
30612,0.0,R_43 | L_52,Cingulo-Oper | Auditory,
30613,0.0,R_43 | L_RI,Cingulo-Oper | Somatomotor,
30614,0.0,R_43 | L_PFcm,Cingulo-Oper | Cingulo-Oper,
30615,0.0,R_43 | L_PoI2,Cingulo-Oper | Cingulo-Oper,
30616,0.0,R_43 | L_TA2,Cingulo-Oper | Auditory,
30617,0.0,R_43 | L_FOP4,Cingulo-Oper | Cingulo-Oper,
30618,0.0,R_43 | L_MI,Cingulo-Oper | Cingulo-Oper,
30619,0.0,R_43 | L_Pir,Cingulo-Oper | Orbito-Affec,
30620,0.0,R_43 | L_AVI,Cingulo-Oper | Frontopariet,
30621,0.0,R_43 | L_AAIC,Cingulo-Oper | Orbito-Affec,
30622,0.0,R_43 | L_FOP1,Cingulo-Oper | Cingulo-Oper,
30623,0.0,R_43 | L_FOP3,Cingulo-Oper | Cingulo-Oper,
30624,0.0,R_43 | L_FOP2,Cingulo-Oper | Somatomotor,
30625,0.0,R_43 | L_PFt,Cingulo-Oper | Language,
30626,0.0,R_43 | L_AIP,Cingulo-Oper | Language,
30627,0.0,R_43 | L_EC,Cingulo-Oper | Posterior-Mu,
30628,0.0,R_43 | L_PreS,Cingulo-Oper | Posterior-Mu,
30629,0.0,R_43 | L_H,Cingulo-Oper | Posterior-Mu,
30630,0.0,R_43 | L_ProS,Cingulo-Oper | Visual1,
30631,0.0,R_43 | L_PeEc,Cingulo-Oper | Ventral-Mult,
30632,0.0,R_43 | L_STGa,Cingulo-Oper | Default,
30633,0.0,R_43 | L_PBelt,Cingulo-Oper | Auditory,
30634,0.0,R_43 | L_A5,Cingulo-Oper | Default,
30635,0.0,R_43 | L_PHA1,Cingulo-Oper | Posterior-Mu,
30636,0.0,R_43 | L_PHA3,Cingulo-Oper | Language,
30637,0.0,R_43 | L_STSda,Cingulo-Oper | Posterior-Mu,
30638,0.0,R_43 | L_STSdp,Cingulo-Oper | Default,
30639,0.0,R_43 | L_STSvp,Cingulo-Oper | Posterior-Mu,
30640,0.0,R_43 | L_TGd,Cingulo-Oper | Posterior-Mu,
30641,0.0,R_43 | L_TE1a,Cingulo-Oper | Posterior-Mu,
30642,0.0,R_43 | L_TE1p,Cingulo-Oper | Frontopariet,
30643,0.0,R_43 | L_TE2a,Cingulo-Oper | Posterior-Mu,
30644,0.0,R_43 | L_TF,Cingulo-Oper | Ventral-Mult,
30645,0.0,R_43 | L_TE2p,Cingulo-Oper | Language,
30646,0.0,R_43 | L_PHT,Cingulo-Oper | Language,
30647,0.0,R_43 | L_PH,Cingulo-Oper | Visual2,
30648,0.0,R_43 | L_TPOJ1,Cingulo-Oper | Default,
30649,0.0,R_43 | L_TPOJ2,Cingulo-Oper | Dorsal-atten,
30650,0.0,R_43 | L_TPOJ3,Cingulo-Oper | Dorsal-atten,
30651,0.0,R_43 | L_DVT,Cingulo-Oper | Visual1,
30652,0.0,R_43 | L_PGp,Cingulo-Oper | Language,
30653,0.0,R_43 | L_IP2,Cingulo-Oper | Frontopariet,
30654,0.0,R_43 | L_IP1,Cingulo-Oper | Frontopariet,
30655,0.0,R_43 | L_IP0,Cingulo-Oper | Language,
30656,0.0,R_43 | L_PFop,Cingulo-Oper | Cingulo-Oper,
30657,0.0,R_43 | L_PF,Cingulo-Oper | Cingulo-Oper,
30658,0.0,R_43 | L_PFm,Cingulo-Oper | Frontopariet,
30659,0.0,R_43 | L_PGi,Cingulo-Oper | Posterior-Mu,
30660,0.0,R_43 | L_PGs,Cingulo-Oper | Posterior-Mu,
30661,0.0,R_43 | L_V6A,Cingulo-Oper | Visual2,
30662,0.0,R_43 | L_VMV1,Cingulo-Oper | Visual2,
30663,0.0,R_43 | L_VMV3,Cingulo-Oper | Visual2,
30664,0.0,R_43 | L_PHA2,Cingulo-Oper | Posterior-Mu,
30665,0.0,R_43 | L_V4t,Cingulo-Oper | Visual2,
30666,0.0,R_43 | L_FST,Cingulo-Oper | Visual2,
30667,0.0,R_43 | L_V3CD,Cingulo-Oper | Visual2,
30668,0.0,R_43 | L_LO3,Cingulo-Oper | Visual2,
30669,0.0,R_43 | L_VMV2,Cingulo-Oper | Visual2,
30670,0.0,R_43 | L_31pd,Cingulo-Oper | Posterior-Mu,
30671,0.0,R_43 | L_31a,Cingulo-Oper | Frontopariet,
30672,0.0,R_43 | L_VVC,Cingulo-Oper | Visual2,
30673,0.0,R_43 | L_25,Cingulo-Oper | Posterior-Mu,
30674,0.0,R_43 | L_s32,Cingulo-Oper | Posterior-Mu,
30675,0.0,R_43 | L_pOFC,Cingulo-Oper | Orbito-Affec,
30676,0.0,R_43 | L_PoI1,Cingulo-Oper | Cingulo-Oper,
30677,0.0,R_43 | L_Ig,Cingulo-Oper | Somatomotor,
30678,0.0,R_43 | L_FOP5,Cingulo-Oper | Cingulo-Oper,
30679,0.0,R_43 | L_p10p,Cingulo-Oper | Frontopariet,
30680,0.0,R_43 | L_p47r,Cingulo-Oper | Frontopariet,
30681,0.0,R_43 | L_TGv,Cingulo-Oper | Default,
30682,0.0,R_43 | L_MBelt,Cingulo-Oper | Auditory,
30683,0.0,R_43 | L_LBelt,Cingulo-Oper | Auditory,
30684,0.0,R_43 | L_A4,Cingulo-Oper | Auditory,
30685,0.0,R_43 | L_STSva,Cingulo-Oper | Posterior-Mu,
30686,0.0,R_43 | L_TE1m,Cingulo-Oper | Frontopariet,
30687,0.0,R_43 | L_PI,Cingulo-Oper | Cingulo-Oper,
30688,0.0,R_43 | L_a32pr,Cingulo-Oper | Cingulo-Oper,
30689,0.0,R_43 | L_p24,Cingulo-Oper | Cingulo-Oper,
30690,0.0,R_OP4 | R_OP1,Somatomotor | Somatomotor,
30691,0.0,R_OP4 | R_OP2-3,Somatomotor | Somatomotor,
30692,0.0,R_OP4 | R_52,Somatomotor | Auditory,
30693,0.0,R_OP4 | R_RI,Somatomotor | Auditory,
30694,0.0,R_OP4 | R_PFcm,Somatomotor | Cingulo-Oper,
30695,0.0,R_OP4 | R_PoI2,Somatomotor | Cingulo-Oper,
30696,0.0,R_OP4 | R_TA2,Somatomotor | Auditory,
30697,0.0,R_OP4 | R_FOP4,Somatomotor | Cingulo-Oper,
30698,0.0,R_OP4 | R_MI,Somatomotor | Cingulo-Oper,
30699,0.0,R_OP4 | R_Pir,Somatomotor | Orbito-Affec,
30700,0.0,R_OP4 | R_AVI,Somatomotor | Frontopariet,
30701,0.0,R_OP4 | R_AAIC,Somatomotor | Orbito-Affec,
30702,0.0,R_OP4 | R_FOP1,Somatomotor | Cingulo-Oper,
30703,0.0,R_OP4 | R_FOP3,Somatomotor | Cingulo-Oper,
30704,0.0,R_OP4 | R_FOP2,Somatomotor | Somatomotor,
30705,0.0,R_OP4 | R_PFt,Somatomotor | Language,
30706,0.0,R_OP4 | R_AIP,Somatomotor | Language,
30707,0.0,R_OP4 | R_EC,Somatomotor | Posterior-Mu,
30708,0.0,R_OP4 | R_PreS,Somatomotor | Posterior-Mu,
30709,0.0,R_OP4 | R_H,Somatomotor | Posterior-Mu,
30710,0.0,R_OP4 | R_ProS,Somatomotor | Visual1,
30711,0.0,R_OP4 | R_PeEc,Somatomotor | Ventral-Mult,
30712,0.0,R_OP4 | R_STGa,Somatomotor | Default,
30713,0.0,R_OP4 | R_PBelt,Somatomotor | Auditory,
30714,0.0,R_OP4 | R_A5,Somatomotor | Default,
30715,0.0,R_OP4 | R_PHA1,Somatomotor | Posterior-Mu,
30716,0.0,R_OP4 | R_PHA3,Somatomotor | Language,
30717,0.0,R_OP4 | R_STSda,Somatomotor | Default,
30718,0.0,R_OP4 | R_STSdp,Somatomotor | Default,
30719,0.0,R_OP4 | R_STSvp,Somatomotor | Posterior-Mu,
30720,0.0,R_OP4 | R_TGd,Somatomotor | Posterior-Mu,
30721,0.0,R_OP4 | R_TE1a,Somatomotor | Posterior-Mu,
30722,0.0,R_OP4 | R_TE1p,Somatomotor | Frontopariet,
30723,0.0,R_OP4 | R_TE2a,Somatomotor | Posterior-Mu,
30724,0.0,R_OP4 | R_TF,Somatomotor | Ventral-Mult,
30725,0.0,R_OP4 | R_TE2p,Somatomotor | Language,
30726,0.0,R_OP4 | R_PHT,Somatomotor | Language,
30727,0.0,R_OP4 | R_PH,Somatomotor | Visual2,
30728,0.0,R_OP4 | R_TPOJ1,Somatomotor | Default,
30729,0.0,R_OP4 | R_TPOJ2,Somatomotor | Dorsal-atten,
30730,0.0,R_OP4 | R_TPOJ3,Somatomotor | Dorsal-atten,
30731,0.0,R_OP4 | R_DVT,Somatomotor | Visual1,
30732,0.0,R_OP4 | R_PGp,Somatomotor | Language,
30733,0.0,R_OP4 | R_IP2,Somatomotor | Frontopariet,
30734,0.0,R_OP4 | R_IP1,Somatomotor | Frontopariet,
30735,0.0,R_OP4 | R_IP0,Somatomotor | Language,
30736,0.0,R_OP4 | R_PFop,Somatomotor | Cingulo-Oper,
30737,0.0,R_OP4 | R_PF,Somatomotor | Cingulo-Oper,
30738,0.0,R_OP4 | R_PFm,Somatomotor | Frontopariet,
30739,0.0,R_OP4 | R_PGi,Somatomotor | Posterior-Mu,
30740,0.0,R_OP4 | R_PGs,Somatomotor | Posterior-Mu,
30741,0.0,R_OP4 | R_V6A,Somatomotor | Visual2,
30742,0.0,R_OP4 | R_VMV1,Somatomotor | Visual2,
30743,0.0,R_OP4 | R_VMV3,Somatomotor | Visual2,
30744,0.0,R_OP4 | R_PHA2,Somatomotor | Posterior-Mu,
30745,0.0,R_OP4 | R_V4t,Somatomotor | Visual2,
30746,0.0,R_OP4 | R_FST,Somatomotor | Visual2,
30747,0.0,R_OP4 | R_V3CD,Somatomotor | Visual2,
30748,0.0,R_OP4 | R_LO3,Somatomotor | Visual2,
30749,0.0,R_OP4 | R_VMV2,Somatomotor | Visual2,
30750,-0.00042105263157894425,R_OP4 | R_31pd,Somatomotor | Posterior-Mu,
30751,0.0,R_OP4 | R_31a,Somatomotor | Posterior-Mu,
30752,0.0,R_OP4 | R_VVC,Somatomotor | Visual2,
30753,0.0,R_OP4 | R_25,Somatomotor | Posterior-Mu,
30754,0.0,R_OP4 | R_s32,Somatomotor | Posterior-Mu,
30755,0.0,R_OP4 | R_pOFC,Somatomotor | Orbito-Affec,
30756,0.0,R_OP4 | R_PoI1,Somatomotor | Cingulo-Oper,
30757,0.0,R_OP4 | R_Ig,Somatomotor | Somatomotor,
30758,0.0,R_OP4 | R_FOP5,Somatomotor | Cingulo-Oper,
30759,0.0,R_OP4 | R_p10p,Somatomotor | Frontopariet,
30760,0.0,R_OP4 | R_p47r,Somatomotor | Frontopariet,
30761,0.0,R_OP4 | R_TGv,Somatomotor | Default,
30762,0.0,R_OP4 | R_MBelt,Somatomotor | Auditory,
30763,0.0,R_OP4 | R_LBelt,Somatomotor | Auditory,
30764,0.0,R_OP4 | R_A4,Somatomotor | Auditory,
30765,0.0,R_OP4 | R_STSva,Somatomotor | Posterior-Mu,
30766,0.0,R_OP4 | R_TE1m,Somatomotor | Posterior-Mu,
30767,0.0,R_OP4 | R_PI,Somatomotor | Cingulo-Oper,
30768,0.0,R_OP4 | R_a32pr,Somatomotor | Cingulo-Oper,
30769,0.0,R_OP4 | R_p24,Somatomotor | Cingulo-Oper,
30770,0.0,R_OP4 | L_V1,Somatomotor | Visual1,
30771,0.0,R_OP4 | L_MST,Somatomotor | Visual2,
30772,0.0,R_OP4 | L_V6,Somatomotor | Visual2,
30773,0.0,R_OP4 | L_V2,Somatomotor | Visual2,
30774,0.0,R_OP4 | L_V3,Somatomotor | Visual2,
30775,0.0,R_OP4 | L_V4,Somatomotor | Visual2,
30776,0.0,R_OP4 | L_V8,Somatomotor | Visual2,
30777,0.0,R_OP4 | L_4,Somatomotor | Somatomotor,
30778,0.0,R_OP4 | L_3b,Somatomotor | Somatomotor,
30779,0.0,R_OP4 | L_FEF,Somatomotor | Cingulo-Oper,
30780,0.0,R_OP4 | L_PEF,Somatomotor | Cingulo-Oper,
30781,0.0,R_OP4 | L_55b,Somatomotor | Default,
30782,0.0,R_OP4 | L_V3A,Somatomotor | Visual2,
30783,0.0,R_OP4 | L_RSC,Somatomotor | Frontopariet,
30784,0.0,R_OP4 | L_POS2,Somatomotor | Frontopariet,
30785,0.0,R_OP4 | L_V7,Somatomotor | Visual2,
30786,0.0,R_OP4 | L_IPS1,Somatomotor | Visual2,
30787,0.0,R_OP4 | L_FFC,Somatomotor | Visual2,
30788,0.0,R_OP4 | L_V3B,Somatomotor | Visual2,
30789,0.0,R_OP4 | L_LO1,Somatomotor | Visual2,
30790,0.0,R_OP4 | L_LO2,Somatomotor | Visual2,
30791,0.0,R_OP4 | L_PIT,Somatomotor | Visual2,
30792,0.0012631578947368328,R_OP4 | L_MT,Somatomotor | Visual2,
30793,0.0,R_OP4 | L_A1,Somatomotor | Auditory,
30794,0.0,R_OP4 | L_PSL,Somatomotor | Cingulo-Oper,
30795,0.0,R_OP4 | L_SFL,Somatomotor | Default,
30796,0.001684210526315777,R_OP4 | L_PCV,Somatomotor | Dorsal-atten,
30797,0.0,R_OP4 | L_STV,Somatomotor | Dorsal-atten,
30798,0.0,R_OP4 | L_7Pm,Somatomotor | Frontopariet,
30799,0.0,R_OP4 | L_7m,Somatomotor | Posterior-Mu,
30800,0.0,R_OP4 | L_POS1,Somatomotor | Posterior-Mu,
30801,0.0,R_OP4 | L_23d,Somatomotor | Posterior-Mu,
30802,0.0,R_OP4 | L_v23ab,Somatomotor | Posterior-Mu,
30803,0.0,R_OP4 | L_d23ab,Somatomotor | Posterior-Mu,
30804,0.0,R_OP4 | L_31pv,Somatomotor | Posterior-Mu,
30805,0.0,R_OP4 | L_5m,Somatomotor | Somatomotor,
30806,0.0,R_OP4 | L_5mv,Somatomotor | Cingulo-Oper,
30807,0.0,R_OP4 | L_23c,Somatomotor | Cingulo-Oper,
30808,0.0,R_OP4 | L_5L,Somatomotor | Somatomotor,
30809,0.0,R_OP4 | L_24dd,Somatomotor | Somatomotor,
30810,0.0,R_OP4 | L_24dv,Somatomotor | Somatomotor,
30811,0.0,R_OP4 | L_7AL,Somatomotor | Somatomotor,
30812,0.0,R_OP4 | L_SCEF,Somatomotor | Cingulo-Oper,
30813,0.0,R_OP4 | L_6ma,Somatomotor | Cingulo-Oper,
30814,0.0,R_OP4 | L_7Am,Somatomotor | Cingulo-Oper,
30815,0.0,R_OP4 | L_7PL,Somatomotor | Language,
30816,0.0,R_OP4 | L_7PC,Somatomotor | Somatomotor,
30817,0.0,R_OP4 | L_LIPv,Somatomotor | Visual2,
30818,0.0,R_OP4 | L_VIP,Somatomotor | Visual2,
30819,0.0,R_OP4 | L_MIP,Somatomotor | Language,
30820,0.0,R_OP4 | L_1,Somatomotor | Somatomotor,
30821,0.0,R_OP4 | L_2,Somatomotor | Somatomotor,
30822,0.0,R_OP4 | L_3a,Somatomotor | Somatomotor,
30823,0.0,R_OP4 | L_6d,Somatomotor | Somatomotor,
30824,0.0,R_OP4 | L_6mp,Somatomotor | Somatomotor,
30825,0.0,R_OP4 | L_6v,Somatomotor | Somatomotor,
30826,0.0,R_OP4 | L_p24pr,Somatomotor | Cingulo-Oper,
30827,0.0,R_OP4 | L_33pr,Somatomotor | Frontopariet,
30828,0.0,R_OP4 | L_a24pr,Somatomotor | Cingulo-Oper,
30829,0.0,R_OP4 | L_p32pr,Somatomotor | Cingulo-Oper,
30830,0.0,R_OP4 | L_a24,Somatomotor | Posterior-Mu,
30831,0.0,R_OP4 | L_d32,Somatomotor | Frontopariet,
30832,0.0,R_OP4 | L_8BM,Somatomotor | Frontopariet,
30833,0.0,R_OP4 | L_p32,Somatomotor | Posterior-Mu,
30834,0.0,R_OP4 | L_10r,Somatomotor | Posterior-Mu,
30835,0.0,R_OP4 | L_47m,Somatomotor | Posterior-Mu,
30836,0.0,R_OP4 | L_8Av,Somatomotor | Posterior-Mu,
30837,0.0,R_OP4 | L_8Ad,Somatomotor | Posterior-Mu,
30838,0.0,R_OP4 | L_9m,Somatomotor | Posterior-Mu,
30839,0.0,R_OP4 | L_8BL,Somatomotor | Posterior-Mu,
30840,0.0,R_OP4 | L_9p,Somatomotor | Posterior-Mu,
30841,0.0,R_OP4 | L_10d,Somatomotor | Posterior-Mu,
30842,0.0,R_OP4 | L_8C,Somatomotor | Frontopariet,
30843,0.0,R_OP4 | L_44,Somatomotor | Frontopariet,
30844,0.0,R_OP4 | L_45,Somatomotor | Default,
30845,0.0,R_OP4 | L_47l,Somatomotor | Posterior-Mu,
30846,0.0,R_OP4 | L_a47r,Somatomotor | Frontopariet,
30847,0.0,R_OP4 | L_6r,Somatomotor | Cingulo-Oper,
30848,0.0,R_OP4 | L_IFJa,Somatomotor | Default,
30849,0.0,R_OP4 | L_IFJp,Somatomotor | Frontopariet,
30850,0.0,R_OP4 | L_IFSp,Somatomotor | Frontopariet,
30851,0.0,R_OP4 | L_IFSa,Somatomotor | Cingulo-Oper,
30852,0.0,R_OP4 | L_p9-46v,Somatomotor | Frontopariet,
30853,0.0,R_OP4 | L_46,Somatomotor | Cingulo-Oper,
30854,0.0,R_OP4 | L_a9-46v,Somatomotor | Frontopariet,
30855,0.0,R_OP4 | L_9-46d,Somatomotor | Cingulo-Oper,
30856,0.0,R_OP4 | L_9a,Somatomotor | Posterior-Mu,
30857,0.0,R_OP4 | L_10v,Somatomotor | Posterior-Mu,
30858,0.0,R_OP4 | L_a10p,Somatomotor | Frontopariet,
30859,0.0,R_OP4 | L_10pp,Somatomotor | Posterior-Mu,
30860,0.0,R_OP4 | L_11l,Somatomotor | Frontopariet,
30861,0.0,R_OP4 | L_13l,Somatomotor | Frontopariet,
30862,0.0,R_OP4 | L_OFC,Somatomotor | Frontopariet,
30863,0.0,R_OP4 | L_47s,Somatomotor | Posterior-Mu,
30864,0.0,R_OP4 | L_LIPd,Somatomotor | Language,
30865,0.0,R_OP4 | L_6a,Somatomotor | Language,
30866,0.0,R_OP4 | L_i6-8,Somatomotor | Frontopariet,
30867,0.0,R_OP4 | L_s6-8,Somatomotor | Frontopariet,
30868,0.0,R_OP4 | L_43,Somatomotor | Cingulo-Oper,
30869,0.0,R_OP4 | L_OP4,Somatomotor | Somatomotor,
30870,0.0,R_OP4 | L_OP1,Somatomotor | Somatomotor,
30871,0.0,R_OP4 | L_OP2-3,Somatomotor | Somatomotor,
30872,0.0,R_OP4 | L_52,Somatomotor | Auditory,
30873,0.0,R_OP4 | L_RI,Somatomotor | Somatomotor,
30874,0.0,R_OP4 | L_PFcm,Somatomotor | Cingulo-Oper,
30875,0.0,R_OP4 | L_PoI2,Somatomotor | Cingulo-Oper,
30876,0.0,R_OP4 | L_TA2,Somatomotor | Auditory,
30877,0.0,R_OP4 | L_FOP4,Somatomotor | Cingulo-Oper,
30878,0.0,R_OP4 | L_MI,Somatomotor | Cingulo-Oper,
30879,0.0,R_OP4 | L_Pir,Somatomotor | Orbito-Affec,
30880,0.0,R_OP4 | L_AVI,Somatomotor | Frontopariet,
30881,0.0,R_OP4 | L_AAIC,Somatomotor | Orbito-Affec,
30882,0.0,R_OP4 | L_FOP1,Somatomotor | Cingulo-Oper,
30883,0.0,R_OP4 | L_FOP3,Somatomotor | Cingulo-Oper,
30884,0.0,R_OP4 | L_FOP2,Somatomotor | Somatomotor,
30885,0.0,R_OP4 | L_PFt,Somatomotor | Language,
30886,0.0,R_OP4 | L_AIP,Somatomotor | Language,
30887,0.0,R_OP4 | L_EC,Somatomotor | Posterior-Mu,
30888,0.0,R_OP4 | L_PreS,Somatomotor | Posterior-Mu,
30889,0.0,R_OP4 | L_H,Somatomotor | Posterior-Mu,
30890,0.0,R_OP4 | L_ProS,Somatomotor | Visual1,
30891,0.0,R_OP4 | L_PeEc,Somatomotor | Ventral-Mult,
30892,0.0,R_OP4 | L_STGa,Somatomotor | Default,
30893,0.0,R_OP4 | L_PBelt,Somatomotor | Auditory,
30894,0.0,R_OP4 | L_A5,Somatomotor | Default,
30895,0.0,R_OP4 | L_PHA1,Somatomotor | Posterior-Mu,
30896,0.0,R_OP4 | L_PHA3,Somatomotor | Language,
30897,0.0,R_OP4 | L_STSda,Somatomotor | Posterior-Mu,
30898,0.0,R_OP4 | L_STSdp,Somatomotor | Default,
30899,0.0,R_OP4 | L_STSvp,Somatomotor | Posterior-Mu,
30900,0.0,R_OP4 | L_TGd,Somatomotor | Posterior-Mu,
30901,0.0,R_OP4 | L_TE1a,Somatomotor | Posterior-Mu,
30902,0.0,R_OP4 | L_TE1p,Somatomotor | Frontopariet,
30903,0.0,R_OP4 | L_TE2a,Somatomotor | Posterior-Mu,
30904,0.0,R_OP4 | L_TF,Somatomotor | Ventral-Mult,
30905,0.0,R_OP4 | L_TE2p,Somatomotor | Language,
30906,0.0,R_OP4 | L_PHT,Somatomotor | Language,
30907,0.0,R_OP4 | L_PH,Somatomotor | Visual2,
30908,0.0,R_OP4 | L_TPOJ1,Somatomotor | Default,
30909,0.0,R_OP4 | L_TPOJ2,Somatomotor | Dorsal-atten,
